ano,clube,origem,fonte_1,fonte_2,conferido_jogo_a_jogo,nota
2018,Juventude,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2018_-_S%C3%A9rie_B (Participantes, coluna Em 2017)",https://en.wikipedia.org/wiki/2018_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,sem CSV de 2017
2018,Londrina,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2018_-_S%C3%A9rie_B (Participantes, coluna Em 2017)",https://en.wikipedia.org/wiki/2018_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,sem CSV de 2017
2018,Oeste,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2018_-_S%C3%A9rie_B (Participantes, coluna Em 2017)",https://en.wikipedia.org/wiki/2018_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,sem CSV de 2017
2018,Paysandu,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2018_-_S%C3%A9rie_B (Participantes, coluna Em 2017)",https://en.wikipedia.org/wiki/2018_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,sem CSV de 2017
2018,Ponte Preta,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2018_-_S%C3%A9rie_B (Participantes, coluna Em 2017)",https://en.wikipedia.org/wiki/2018_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,sem CSV de 2017
2018,Sampaio Corrêa,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2018_-_S%C3%A9rie_B (Participantes, coluna Em 2017)",https://en.wikipedia.org/wiki/2018_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,sem CSV de 2017
2018,São Bento,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2018_-_S%C3%A9rie_B (Participantes, coluna Em 2017)",https://en.wikipedia.org/wiki/2018_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,sem CSV de 2017
2018,Vila Nova,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2018_-_S%C3%A9rie_B (Participantes, coluna Em 2017)",https://en.wikipedia.org/wiki/2018_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,sem CSV de 2017
2019,América-MG,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2019_-_S%C3%A9rie_B (Participantes, coluna Em 2018)",https://en.wikipedia.org/wiki/2019_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2018: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2019,Atlético-GO,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2019_-_S%C3%A9rie_B (Participantes, coluna Em 2018)",https://en.wikipedia.org/wiki/2019_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2018: 38
2019,Botafogo-SP,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2019_-_S%C3%A9rie_B (Participantes, coluna Em 2018)",https://en.wikipedia.org/wiki/2019_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2018: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2019,Bragantino,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2019_-_S%C3%A9rie_B (Participantes, coluna Em 2018)",https://en.wikipedia.org/wiki/2019_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2018: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2019,Brasil de Pelotas,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2019_-_S%C3%A9rie_B (Participantes, coluna Em 2018)",https://en.wikipedia.org/wiki/2019_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2018: 38
2019,CRB,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2019_-_S%C3%A9rie_B (Participantes, coluna Em 2018)",https://en.wikipedia.org/wiki/2019_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2018: 38
2019,Coritiba,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2019_-_S%C3%A9rie_B (Participantes, coluna Em 2018)",https://en.wikipedia.org/wiki/2019_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2018: 38
2019,Criciúma,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2019_-_S%C3%A9rie_B (Participantes, coluna Em 2018)",https://en.wikipedia.org/wiki/2019_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2018: 38
2019,Cuiabá,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2019_-_S%C3%A9rie_B (Participantes, coluna Em 2018)",https://en.wikipedia.org/wiki/2019_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2018: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2019,Figueirense,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2019_-_S%C3%A9rie_B (Participantes, coluna Em 2018)",https://en.wikipedia.org/wiki/2019_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2018: 38
2019,Guarani,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2019_-_S%C3%A9rie_B (Participantes, coluna Em 2018)",https://en.wikipedia.org/wiki/2019_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2018: 38
2019,Londrina,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2019_-_S%C3%A9rie_B (Participantes, coluna Em 2018)",https://en.wikipedia.org/wiki/2019_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2018: 38
2019,Oeste,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2019_-_S%C3%A9rie_B (Participantes, coluna Em 2018)",https://en.wikipedia.org/wiki/2019_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2018: 38
2019,Operário-PR,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2019_-_S%C3%A9rie_B (Participantes, coluna Em 2018)",https://en.wikipedia.org/wiki/2019_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2018: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2019,Paraná,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2019_-_S%C3%A9rie_B (Participantes, coluna Em 2018)",https://en.wikipedia.org/wiki/2019_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2018: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2019,Ponte Preta,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2019_-_S%C3%A9rie_B (Participantes, coluna Em 2018)",https://en.wikipedia.org/wiki/2019_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2018: 38
2019,Sport,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2019_-_S%C3%A9rie_B (Participantes, coluna Em 2018)",https://en.wikipedia.org/wiki/2019_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2018: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2019,São Bento,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2019_-_S%C3%A9rie_B (Participantes, coluna Em 2018)",https://en.wikipedia.org/wiki/2019_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2018: 38
2019,Vila Nova,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2019_-_S%C3%A9rie_B (Participantes, coluna Em 2018)",https://en.wikipedia.org/wiki/2019_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2018: 38
2019,Vitória,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2019_-_S%C3%A9rie_B (Participantes, coluna Em 2018)",https://en.wikipedia.org/wiki/2019_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2018: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2020,América-MG,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2020_-_S%C3%A9rie_B (Participantes, coluna Em 2019)",https://en.wikipedia.org/wiki/2020_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2019: 38
2020,Avaí,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2020_-_S%C3%A9rie_B (Participantes, coluna Em 2019)",https://en.wikipedia.org/wiki/2020_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2019: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2020,Botafogo-SP,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2020_-_S%C3%A9rie_B (Participantes, coluna Em 2019)",https://en.wikipedia.org/wiki/2020_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2019: 38
2020,Brasil de Pelotas,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2020_-_S%C3%A9rie_B (Participantes, coluna Em 2019)",https://en.wikipedia.org/wiki/2020_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2019: 38
2020,CRB,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2020_-_S%C3%A9rie_B (Participantes, coluna Em 2019)",https://en.wikipedia.org/wiki/2020_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2019: 38
2020,CSA,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2020_-_S%C3%A9rie_B (Participantes, coluna Em 2019)",https://en.wikipedia.org/wiki/2020_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2019: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2020,Chapecoense,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2020_-_S%C3%A9rie_B (Participantes, coluna Em 2019)",https://en.wikipedia.org/wiki/2020_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2019: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2020,Confiança,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2020_-_S%C3%A9rie_B (Participantes, coluna Em 2019)",https://en.wikipedia.org/wiki/2020_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2019: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2020,Cruzeiro,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2020_-_S%C3%A9rie_B (Participantes, coluna Em 2019)",https://en.wikipedia.org/wiki/2020_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2019: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2020,Cuiabá,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2020_-_S%C3%A9rie_B (Participantes, coluna Em 2019)",https://en.wikipedia.org/wiki/2020_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2019: 37
2020,Figueirense,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2020_-_S%C3%A9rie_B (Participantes, coluna Em 2019)",https://en.wikipedia.org/wiki/2020_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2019: 37
2020,Guarani,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2020_-_S%C3%A9rie_B (Participantes, coluna Em 2019)",https://en.wikipedia.org/wiki/2020_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2019: 38
2020,Juventude,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2020_-_S%C3%A9rie_B (Participantes, coluna Em 2019)",https://en.wikipedia.org/wiki/2020_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2019: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2020,Náutico,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2020_-_S%C3%A9rie_B (Participantes, coluna Em 2019)",https://en.wikipedia.org/wiki/2020_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2019: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2020,Oeste,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2020_-_S%C3%A9rie_B (Participantes, coluna Em 2019)",https://en.wikipedia.org/wiki/2020_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2019: 38
2020,Operário-PR,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2020_-_S%C3%A9rie_B (Participantes, coluna Em 2019)",https://en.wikipedia.org/wiki/2020_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2019: 38
2020,Paraná,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2020_-_S%C3%A9rie_B (Participantes, coluna Em 2019)",https://en.wikipedia.org/wiki/2020_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2019: 38
2020,Ponte Preta,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2020_-_S%C3%A9rie_B (Participantes, coluna Em 2019)",https://en.wikipedia.org/wiki/2020_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2019: 38
2020,Sampaio Corrêa,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2020_-_S%C3%A9rie_B (Participantes, coluna Em 2019)",https://en.wikipedia.org/wiki/2020_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2019: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2020,Vitória,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2020_-_S%C3%A9rie_B (Participantes, coluna Em 2019)",https://en.wikipedia.org/wiki/2020_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2019: 38
2021,Avaí,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2021_-_S%C3%A9rie_B (Participantes, coluna Em 2020)",https://en.wikipedia.org/wiki/2021_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2020: 38
2021,Botafogo,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2021_-_S%C3%A9rie_B (Participantes, coluna Em 2020)",https://en.wikipedia.org/wiki/2021_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2020: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2021,Brasil de Pelotas,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2021_-_S%C3%A9rie_B (Participantes, coluna Em 2020)",https://en.wikipedia.org/wiki/2021_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2020: 38
2021,Brusque,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2021_-_S%C3%A9rie_B (Participantes, coluna Em 2020)",https://en.wikipedia.org/wiki/2021_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2020: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2021,CRB,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2021_-_S%C3%A9rie_B (Participantes, coluna Em 2020)",https://en.wikipedia.org/wiki/2021_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2020: 38
2021,CSA,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2021_-_S%C3%A9rie_B (Participantes, coluna Em 2020)",https://en.wikipedia.org/wiki/2021_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2020: 38
2021,Confiança,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2021_-_S%C3%A9rie_B (Participantes, coluna Em 2020)",https://en.wikipedia.org/wiki/2021_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2020: 38
2021,Coritiba,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2021_-_S%C3%A9rie_B (Participantes, coluna Em 2020)",https://en.wikipedia.org/wiki/2021_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2020: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2021,Cruzeiro,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2021_-_S%C3%A9rie_B (Participantes, coluna Em 2020)",https://en.wikipedia.org/wiki/2021_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2020: 38
2021,Goiás,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2021_-_S%C3%A9rie_B (Participantes, coluna Em 2020)",https://en.wikipedia.org/wiki/2021_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2020: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2021,Guarani,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2021_-_S%C3%A9rie_B (Participantes, coluna Em 2020)",https://en.wikipedia.org/wiki/2021_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2020: 38
2021,Londrina,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2021_-_S%C3%A9rie_B (Participantes, coluna Em 2020)",https://en.wikipedia.org/wiki/2021_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2020: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2021,Náutico,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2021_-_S%C3%A9rie_B (Participantes, coluna Em 2020)",https://en.wikipedia.org/wiki/2021_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2020: 38
2021,Operário-PR,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2021_-_S%C3%A9rie_B (Participantes, coluna Em 2020)",https://en.wikipedia.org/wiki/2021_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2020: 38
2021,Ponte Preta,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2021_-_S%C3%A9rie_B (Participantes, coluna Em 2020)",https://en.wikipedia.org/wiki/2021_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2020: 38
2021,Remo,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2021_-_S%C3%A9rie_B (Participantes, coluna Em 2020)",https://en.wikipedia.org/wiki/2021_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2020: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2021,Sampaio Corrêa,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2021_-_S%C3%A9rie_B (Participantes, coluna Em 2020)",https://en.wikipedia.org/wiki/2021_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2020: 38
2021,Vasco,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2021_-_S%C3%A9rie_B (Participantes, coluna Em 2020)",https://en.wikipedia.org/wiki/2021_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2020: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2021,Vila Nova,C,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2021_-_S%C3%A9rie_B (Participantes, coluna Em 2020)",https://en.wikipedia.org/wiki/2021_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2020: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
2021,Vitória,B,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2021_-_S%C3%A9rie_B (Participantes, coluna Em 2020)",https://en.wikipedia.org/wiki/2021_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sim,CSV t-1: estava na B; jogos Serie B 2020: 38
2022,Bahia,A,"https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_2022_-_S%C3%A9rie_B (Participantes, coluna Em 2021)",https://en.wikipedia.org/wiki/2022_Campeonato_Brasileiro_S%C3%A9rie_B (Team changes / participants),sem dado,CSV t-1: nao estava na B; jogos Serie B 2021: 0 (base 2018-2021 so tem Serie B; A x C nao se resolve)
